Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
38,Male,Married,Human Resources,Human Resources,2,No,0,6077,Mid-High,10,6-10,6,6-10,0,0,0,0,0.37719869019217556,Low Risk
35,Male,Single,Research & Development,Laboratory Technician,1,No,0,2450,Low,3,3-5,3,2-3,0,0,0,0,0.4404638386372499,Medium Risk
30,Male,Married,Sales,Sales Executive,3,No,0,9250,High,9,6-10,4,4-5,1,0,0,0,0.3099879379372247,Low Risk
35,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2074,Low,1,0-2,1,0-1,1,1,1,1,0.9318787358227958,High Risk
53,Female,Married,Research & Development,Manufacturing Director,3,No,0,10169,High,34,21+,33,11+,1,0,0,1,0.15915321027965823,Low Risk
38,Male,Married,Research & Development,Manufacturing Director,2,No,0,4855,Mid-Low,7,6-10,5,4-5,2,0,0,1,0.2204826042587683,Low Risk
32,Male,Married,Research & Development,Research Scientist,2,No,0,4087,Mid-Low,9,6-10,6,6-10,1,0,0,0,0.3330576780304296,Low Risk
48,Female,Married,Research & Development,Research Scientist,1,No,0,2367,Low,10,6-10,8,6-10,1,0,0,0,0.2525603725422196,Low Risk
34,Male,Single,Research & Development,Research Scientist,1,No,0,2972,Mid-Low,1,0-2,1,0-1,0,0,1,0,0.7315955084742891,High Risk
55,Male,Married,Sales,Manager,5,No,0,19586,High,36,21+,36,11+,1,0,0,0,0.12772132828052388,Low Risk
34,Male,Married,Research & Development,Research Scientist,2,No,0,5484,Mid-High,9,6-10,2,2-3,1,0,0,0,0.29772616355049875,Low Risk
26,Female,Married,Research & Development,Research Scientist,1,No,0,2061,Low,1,0-2,1,0-1,0,0,1,0,0.7711328841644903,High Risk
38,Male,Married,Sales,Sales Executive,2,No,0,9924,High,10,6-10,9,6-10,1,0,0,0,0.24674891297261908,Low Risk
38,Female,Single,Sales,Sales Executive,2,No,0,4198,Mid-Low,8,6-10,3,2-3,0,0,0,0,0.4053371872051809,Medium Risk
36,Female,Single,Sales,Sales Executive,2,No,0,6815,Mid-High,15,11-20,1,0-1,0,0,1,0,0.6263366922110631,Medium Risk
29,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,4723,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.6568841108572395,Medium Risk
35,Female,Single,Research & Development,Healthcare Representative,2,Yes,1,6142,Mid-High,10,6-10,5,4-5,0,0,0,0,0.6318131780478176,Medium Risk
39,Male,Married,Sales,Sales Executive,3,No,0,8237,Mid-High,11,11-20,7,6-10,1,0,0,0,0.2787828096894815,Low Risk
29,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,8853,High,6,6-10,6,6-10,1,0,0,0,0.31006009976558374,Low Risk
50,Male,Married,Sales,Manager,5,Yes,1,19331,High,27,21+,1,0-1,1,0,1,0,0.5572397804235247,Medium Risk
23,Male,Married,Research & Development,Research Scientist,1,No,0,2073,Low,4,3-5,2,2-3,1,0,0,0,0.3863802674521254,Low Risk
36,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,5562,Mid-High,9,6-10,3,2-3,1,0,0,0,0.526154135845426,Medium Risk
42,Male,Single,Research & Development,Manager,5,No,0,19613,High,24,21+,1,0-1,0,0,1,0,0.47909820679072945,Medium Risk
35,Male,Married,Research & Development,Laboratory Technician,2,No,0,3407,Mid-Low,10,6-10,10,6-10,2,0,0,0,0.24090388690055098,Low Risk
34,Male,Married,Research & Development,Healthcare Representative,2,No,0,5063,Mid-High,8,6-10,8,6-10,1,0,0,0,0.32427872121350737,Low Risk
40,Female,Married,Sales,Sales Executive,2,No,0,4639,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.3126835556446384,Low Risk
43,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,4876,Mid-Low,8,6-10,6,6-10,1,0,0,0,0.25290401030275605,Low Risk
35,Male,Married,Research & Development,Laboratory Technician,1,No,0,2690,Low,1,0-2,1,0-1,1,0,1,0,0.6337389365212791,Medium Risk
46,Male,Single,Sales,Manager,4,No,0,17567,High,27,21+,26,11+,0,0,0,0,0.2311255641008179,Low Risk
28,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2408,Low,1,0-2,1,0-1,3,1,1,1,0.8634471477734217,High Risk
22,Female,Married,Research & Development,Research Scientist,1,Yes,1,2814,Low,4,3-5,4,4-5,0,1,0,0,0.8836509709157492,High Risk
50,Male,Married,Research & Development,Healthcare Representative,4,Yes,1,11245,High,32,21+,30,11+,1,0,0,0,0.37869881136127925,Low Risk
32,Female,Married,Research & Development,Research Scientist,1,No,0,3312,Mid-Low,6,6-10,3,2-3,2,0,0,0,0.23060486089714308,Low Risk
44,Female,Divorced,Research & Development,Research Director,5,Yes,1,19049,High,23,21+,22,11+,1,0,0,0,0.38239380818039176,Low Risk
30,Male,Married,Research & Development,Research Scientist,1,No,0,2141,Low,6,6-10,6,6-10,1,0,0,0,0.3505692245148856,Low Risk
45,Female,Single,Research & Development,Laboratory Technician,2,Yes,1,5769,Mid-High,10,6-10,10,6-10,0,0,0,0,0.602554387167662,Medium Risk
45,Male,Married,Sales,Sales Executive,2,No,0,4385,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.27779050996020443,Low Risk
31,Male,Single,Sales,Sales Executive,2,No,0,5332,Mid-High,10,6-10,5,4-5,0,0,0,0,0.4179959088697082,Medium Risk
36,Female,Married,Research & Development,Manufacturing Director,2,Yes,1,4663,Mid-Low,7,6-10,3,2-3,2,0,0,0,0.4401257966044688,Medium Risk
34,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,4724,Mid-Low,9,6-10,9,6-10,1,0,0,0,0.3247417771097686,Low Risk
49,Female,Married,Research & Development,Laboratory Technician,1,No,0,3211,Mid-Low,10,6-10,9,6-10,1,0,0,0,0.2427483384849008,Low Risk
39,Male,Married,Research & Development,Manufacturing Director,2,No,0,5377,Mid-High,10,6-10,7,6-10,3,0,0,0,0.13953226437094585,Low Risk
27,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,4066,Mid-Low,7,6-10,7,6-10,2,0,0,0,0.24582816028821017,Low Risk
35,Male,Married,Research & Development,Research Scientist,2,No,0,5208,Mid-High,16,11-20,16,11+,0,0,0,0,0.3918646397793633,Low Risk
28,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,4877,Mid-Low,6,6-10,5,4-5,1,0,0,0,0.3584303344982387,Low Risk
21,Male,Single,Research & Development,Research Scientist,1,No,0,3117,Mid-Low,3,3-5,2,2-3,0,0,0,0,0.5000713964307073,Medium Risk
18,Female,Single,Sales,Sales Representative,1,Yes,1,1569,Low,0,0-2,0,0-1,0,1,1,1,0.9693962777324197,High Risk
47,Female,Married,Human Resources,Manager,5,No,0,19658,High,27,21+,5,4-5,1,0,0,0,0.131268934301276,Low Risk
39,Male,Divorced,Research & Development,Laboratory Technician,2,No,0,3069,Mid-Low,11,11-20,10,6-10,1,0,0,0,0.3119187508125656,Low Risk
40,Female,Married,Research & Development,Manufacturing Director,3,No,0,10435,High,18,11-20,18,11+,2,0,0,0,0.1684520474386375,Low Risk
35,Female,Married,Research & Development,Healthcare Representative,2,No,0,4148,Mid-Low,15,11-20,14,11+,1,0,0,0,0.303859286349411,Low Risk
37,Male,Married,Research & Development,Manufacturing Director,2,No,0,5768,Mid-High,9,6-10,4,4-5,3,0,0,0,0.14092623140635596,Low Risk
39,Female,Single,Research & Development,Manufacturing Director,2,No,0,5042,Mid-High,10,6-10,9,6-10,0,0,0,0,0.3939937914900447,Low Risk
45,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,5770,Mid-High,10,6-10,10,6-10,2,0,0,0,0.18585001418186592,Low Risk
38,Female,Married,Research & Development,Manufacturing Director,3,Yes,1,7756,Mid-High,10,6-10,5,4-5,1,0,0,0,0.523597424100729,Medium Risk
35,Male,Married,Sales,Sales Executive,3,No,0,10306,High,15,11-20,13,11+,0,0,0,1,0.3619065933519808,Low Risk
37,Female,Married,Research & Development,Research Scientist,1,No,0,3936,Mid-Low,8,6-10,8,6-10,1,0,0,0,0.2919187724385458,Low Risk
40,Female,Single,Research & Development,Manufacturing Director,3,Yes,1,7945,Mid-High,18,11-20,4,4-5,0,0,0,0,0.5635799879399218,Medium Risk
44,Male,Married,Human Resources,Human Resources,2,Yes,1,5743,Mid-High,14,11-20,10,6-10,0,0,0,0,0.5807459854525446,Medium Risk
48,Male,Married,Research & Development,Manager,4,No,0,15202,High,23,21+,2,2-3,1,0,0,0,0.14804057637664644,Low Risk
35,Male,Divorced,Sales,Sales Executive,2,Yes,1,5440,Mid-High,7,6-10,2,2-3,2,0,0,1,0.432078597445106,Medium Risk
24,Female,Single,Research & Development,Research Scientist,1,Yes,1,3760,Mid-Low,6,6-10,6,6-10,0,0,0,0,0.7038393311171182,High Risk
27,Female,Married,Research & Development,Research Scientist,1,No,0,3517,Mid-Low,5,3-5,3,2-3,0,0,0,0,0.45324529384747464,Medium Risk
27,Male,Single,Research & Development,Research Scientist,1,No,0,2580,Low,6,6-10,4,4-5,0,0,0,0,0.4615876230811901,Medium Risk
40,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,2166,Low,10,6-10,4,4-5,0,1,0,1,0.8211827502827123,High Risk
29,Male,Single,Sales,Sales Executive,2,No,0,5869,Mid-High,8,6-10,5,4-5,0,0,0,0,0.4348184376377145,Medium Risk
36,Female,Married,Research & Development,Healthcare Representative,3,No,0,8008,Mid-High,9,6-10,3,2-3,2,0,0,0,0.2110117889424049,Low Risk
25,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,5206,Mid-High,7,6-10,7,6-10,2,0,0,0,0.2708595486252589,Low Risk
39,Male,Married,Research & Development,Manufacturing Director,2,No,0,5295,Mid-High,7,6-10,5,4-5,0,0,0,0,0.39916653043056527,Low Risk
49,Female,Married,Research & Development,Research Director,4,No,0,16413,High,27,21+,4,4-5,2,0,0,0,0.08543365608329198,Low Risk
50,Female,Divorced,Research & Development,Research Director,3,No,0,13269,High,19,11-20,14,11+,3,0,0,0,0.07749137629288012,Low Risk
20,Female,Single,Sales,Sales Representative,1,No,0,2783,Low,2,0-2,2,2-3,0,0,1,0,0.7831193263526625,High Risk
34,Female,Divorced,Research & Development,Research Scientist,2,No,0,5433,Mid-High,11,11-20,11,11+,1,0,0,0,0.3098320875059289,Low Risk
36,Male,Single,Research & Development,Laboratory Technician,1,No,0,2013,Low,15,11-20,4,4-5,0,0,0,0,0.3633336704508601,Low Risk
49,Female,Married,Research & Development,Healthcare Representative,4,Yes,1,13966,High,30,21+,15,11+,1,0,0,0,0.32164401234846257,Low Risk
36,Female,Married,Research & Development,Manufacturing Director,2,No,0,4374,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.4404354912129043,Medium Risk
36,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,6842,Mid-High,13,11-20,5,4-5,1,0,0,0,0.2600017089522391,Low Risk
54,Female,Married,Research & Development,Manager,4,No,0,17426,High,36,21+,10,6-10,1,0,0,0,0.09480225884893731,Low Risk
43,Male,Married,Research & Development,Research Director,4,No,0,17603,High,14,11-20,14,11+,1,0,0,0,0.20194558035817103,Low Risk
35,Male,Single,Sales,Sales Executive,2,Yes,1,4581,Mid-Low,13,11-20,11,11+,0,0,0,1,0.6483685484809547,Medium Risk
38,Male,Married,Research & Development,Research Scientist,2,No,0,4735,Mid-Low,19,11-20,13,11+,2,0,0,0,0.18322470161616156,Low Risk
29,Male,Divorced,Sales,Sales Executive,2,Yes,1,4187,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.5935480867223127,Medium Risk
33,Male,Divorced,Sales,Sales Executive,2,No,0,5505,Mid-High,6,6-10,6,6-10,2,0,0,0,0.2397103639190102,Low Risk
32,Male,Divorced,Research & Development,Research Scientist,2,No,0,5470,Mid-High,10,6-10,9,6-10,2,0,0,0,0.23019700499263607,Low Risk
31,Female,Married,Sales,Sales Executive,2,No,0,5476,Mid-High,10,6-10,10,6-10,2,0,0,0,0.23600236135352798,Low Risk
49,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2587,Low,17,11-20,2,2-3,1,1,0,0,0.6565725908321719,Medium Risk
38,Female,Single,Research & Development,Laboratory Technician,1,No,0,2440,Low,4,3-5,4,4-5,0,0,0,0,0.42165155929283876,Medium Risk
47,Female,Divorced,Sales,Manager,4,No,0,15972,High,29,21+,3,2-3,3,0,0,0,0.05605967505560655,Low Risk
49,Male,Single,Research & Development,Manager,4,No,0,15379,High,23,21+,8,6-10,0,0,0,0,0.22143519944626003,Low Risk
41,Male,Single,Sales,Sales Executive,3,Yes,1,7082,Mid-High,21,21+,2,2-3,0,0,0,0,0.5428858292381991,Medium Risk
20,Male,Single,Sales,Sales Representative,1,No,0,2728,Low,2,0-2,2,2-3,0,0,1,0,0.7836110090779236,High Risk
33,Female,Divorced,Sales,Sales Executive,2,Yes,1,5368,Mid-High,7,6-10,6,6-10,1,0,0,0,0.5669418997082152,Medium Risk
36,Male,Married,Research & Development,Healthcare Representative,2,No,0,5347,Mid-High,10,6-10,3,2-3,2,0,0,0,0.2048138854278161,Low Risk
44,Female,Divorced,Human Resources,Human Resources,1,Yes,1,3195,Mid-Low,8,6-10,2,2-3,3,0,0,0,0.2756344478198766,Low Risk
23,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,3989,Mid-Low,5,3-5,5,4-5,0,0,0,1,0.7088550352137029,High Risk
38,Female,Married,Research & Development,Laboratory Technician,1,No,0,3306,Mid-Low,7,6-10,0,0-1,1,0,1,0,0.5680306273897832,Medium Risk
53,Male,Married,Research & Development,Healthcare Representative,3,No,0,7005,Mid-High,11,11-20,4,4-5,0,0,0,0,0.3184980035192185,Low Risk
48,Female,Married,Sales,Sales Representative,1,Yes,1,2655,Low,19,11-20,9,6-10,2,1,0,1,0.561228724313821,Medium Risk
32,Male,Single,Research & Development,Laboratory Technician,1,No,0,1393,Low,1,0-2,1,0-1,0,0,1,1,0.7552682943515917,High Risk
26,Male,Single,Research & Development,Laboratory Technician,1,No,0,2570,Low,7,6-10,7,6-10,0,0,0,0,0.4690181314337769,Medium Risk
55,Male,Divorced,Research & Development,Research Scientist,1,No,0,3537,Mid-Low,8,6-10,4,4-5,1,0,0,0,0.2170011835258604,Low Risk
34,Male,Married,Research & Development,Laboratory Technician,2,No,0,3986,Mid-Low,15,11-20,15,11+,1,0,0,0,0.3126711357260667,Low Risk
60,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,10883,High,19,11-20,1,0-1,1,0,1,0,0.3541317258046566,Low Risk
33,Male,Married,Research & Development,Laboratory Technician,1,No,0,2028,Low,14,11-20,14,11+,3,0,0,0,0.15503522122432048,Low Risk
37,Male,Divorced,Sales,Sales Executive,2,No,0,9525,High,6,6-10,6,6-10,2,0,0,0,0.19030457739889337,Low Risk
34,Female,Married,Research & Development,Research Scientist,1,No,0,2929,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.41235681099083477,Medium Risk
23,Male,Divorced,Sales,Sales Representative,1,Yes,1,2275,Low,3,3-5,3,2-3,1,1,0,1,0.832340905981325,High Risk
44,Female,Married,Research & Development,Healthcare Representative,3,Yes,1,7879,Mid-High,9,6-10,8,6-10,1,0,0,0,0.5074742419291627,Medium Risk
35,Male,Single,Research & Development,Research Scientist,1,Yes,1,4930,Mid-High,6,6-10,5,4-5,0,0,0,0,0.6378919664630563,Medium Risk
43,Male,Married,Sales,Sales Executive,2,Yes,1,7847,Mid-High,10,6-10,10,6-10,1,0,0,0,0.47473565209797863,Medium Risk
24,Male,Married,Research & Development,Research Scientist,1,No,0,4401,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.3550652697513682,Low Risk
41,Male,Single,Sales,Sales Executive,3,No,0,9241,High,10,6-10,10,6-10,0,0,0,0,0.37035796660541215,Low Risk
29,Female,Married,Research & Development,Laboratory Technician,1,No,0,2974,Mid-Low,9,6-10,5,4-5,1,0,0,0,0.3238079692127503,Low Risk
36,Female,Single,Sales,Sales Representative,2,No,0,4502,Mid-Low,17,11-20,13,11+,0,0,0,0,0.38043407189996975,Low Risk
45,Male,Married,Research & Development,Healthcare Representative,3,No,0,10748,High,25,21+,23,11+,1,0,0,0,0.19755759444036652,Low Risk
24,Male,Married,Human Resources,Human Resources,1,No,0,1555,Low,1,0-2,1,0-1,1,0,1,1,0.6971105112981282,Medium Risk
47,Male,Married,Sales,Sales Executive,4,No,0,12936,High,25,21+,23,11+,0,0,0,1,0.2770151863915171,Low Risk
26,Male,Married,Research & Development,Laboratory Technician,1,No,0,2305,Low,3,3-5,3,2-3,3,0,0,0,0.19884358957984227,Low Risk
45,Female,Single,Research & Development,Research Director,4,No,0,16704,High,21,21+,21,11+,0,0,0,0,0.26323136778034195,Low Risk
32,Male,Married,Research & Development,Research Scientist,1,No,0,3433,Mid-Low,10,6-10,5,4-5,1,0,0,0,0.2994239150825665,Low Risk
31,Male,Married,Research & Development,Laboratory Technician,1,No,0,3477,Mid-Low,6,6-10,5,4-5,1,0,0,0,0.32745722274923866,Low Risk
41,Male,Married,Human Resources,Human Resources,2,No,0,6430,Mid-High,10,6-10,3,2-3,1,0,0,0,0.2559311081838384,Low Risk
40,Female,Married,Research & Development,Manufacturing Director,2,Yes,1,6516,Mid-High,18,11-20,1,0-1,1,0,1,0,0.71362389243309,High Risk
24,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,3907,Mid-Low,6,6-10,6,6-10,3,0,0,0,0.18479914696529848,Low Risk
46,Male,Single,Research & Development,Healthcare Representative,2,No,0,5562,Mid-High,19,11-20,10,6-10,0,0,0,0,0.30121992037284706,Low Risk
35,Male,Married,Research & Development,Manufacturing Director,2,No,0,6883,Mid-High,17,11-20,7,6-10,1,0,0,0,0.24690513737605937,Low Risk
30,Male,Married,Research & Development,Research Scientist,1,No,0,2862,Low,10,6-10,10,6-10,1,0,0,0,0.3279436013749177,Low Risk
47,Male,Married,Sales,Sales Executive,2,No,0,4978,Mid-High,4,3-5,1,0-1,1,0,1,0,0.561543591488062,Medium Risk
46,Male,Divorced,Sales,Sales Executive,3,Yes,1,10368,High,13,11-20,10,6-10,1,0,0,0,0.4428057231279558,Medium Risk
36,Male,Divorced,Sales,Sales Executive,2,Yes,1,6134,Mid-High,16,11-20,2,2-3,3,0,0,1,0.26277896394880074,Low Risk
32,Male,Single,Sales,Sales Executive,2,No,0,6735,Mid-High,10,6-10,0,0-1,0,0,1,1,0.6749464824085312,Medium Risk
23,Female,Single,Research & Development,Laboratory Technician,1,No,0,3295,Mid-Low,3,3-5,3,2-3,0,0,0,0,0.4905517290831995,Medium Risk
31,Female,Single,Research & Development,Manufacturing Director,2,No,0,5238,Mid-High,9,6-10,5,4-5,0,0,0,0,0.4260425723107844,Medium Risk
39,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,6472,Mid-High,9,6-10,9,6-10,1,0,0,0,0.5172513082305328,Medium Risk
32,Male,Married,Sales,Sales Executive,3,No,0,9610,High,10,6-10,4,4-5,1,0,0,0,0.29148614485844737,Low Risk
40,Male,Single,Sales,Manager,5,No,0,19833,High,21,21+,21,11+,0,0,0,0,0.28053752080896155,Low Risk
45,Female,Married,Human Resources,Human Resources,3,No,0,9756,High,9,6-10,5,4-5,2,0,0,0,0.17209815989477614,Low Risk
30,Female,Single,Research & Development,Research Scientist,1,No,0,4968,Mid-High,10,6-10,9,6-10,0,0,0,0,0.4032513741125214,Medium Risk
24,Male,Married,Human Resources,Human Resources,1,No,0,2145,Low,3,3-5,2,2-3,1,0,0,0,0.3872687201285979,Low Risk
30,Female,Divorced,Human Resources,Human Resources,1,No,0,2180,Low,6,6-10,4,4-5,1,0,0,1,0.34452851120363703,Low Risk
31,Male,Married,Sales,Sales Executive,2,No,0,8346,Mid-High,6,6-10,5,4-5,1,0,0,0,0.30440204729484394,Low Risk
27,Female,Single,Research & Development,Research Scientist,1,No,0,3445,Mid-Low,6,6-10,6,6-10,0,0,0,0,0.45637770142194867,Medium Risk
29,Female,Single,Sales,Sales Representative,1,No,0,2760,Low,2,0-2,2,2-3,0,0,1,1,0.7503824324263045,High Risk
29,Male,Single,Research & Development,Healthcare Representative,2,Yes,1,6294,Mid-High,10,6-10,3,2-3,0,0,0,0,0.6525820473376269,Medium Risk
30,Male,Divorced,Sales,Sales Executive,3,No,0,7140,Mid-High,12,11-20,7,6-10,1,0,0,0,0.3238222541756021,Low Risk
34,Male,Married,Research & Development,Research Scientist,1,Yes,1,2932,Mid-Low,6,6-10,5,4-5,3,0,0,0,0.34199512637651475,Low Risk
33,Female,Single,Sales,Sales Executive,2,No,0,5147,Mid-High,13,11-20,11,11+,0,0,0,0,0.40790865495960626,Medium Risk
49,Female,Single,Sales,Sales Executive,2,No,0,4507,Mid-Low,8,6-10,5,4-5,0,0,0,0,0.3542377905903678,Low Risk
33,Female,Single,Sales,Sales Executive,3,Yes,1,8564,High,11,11-20,0,0-1,0,0,1,1,0.8495670882185391,High Risk
38,Female,Married,Research & Development,Laboratory Technician,1,No,0,2468,Low,9,6-10,6,6-10,1,0,0,0,0.29278938005691413,Low Risk
31,Male,Married,Sales,Sales Executive,3,No,0,8161,Mid-High,10,6-10,1,0-1,3,0,1,1,0.3755920639957336,Low Risk
29,Female,Divorced,Research & Development,Research Scientist,1,No,0,2109,Low,1,0-2,1,0-1,1,0,1,0,0.6686076260322682,Medium Risk
30,Male,Married,Research & Development,Healthcare Representative,2,No,0,5294,Mid-High,10,6-10,7,6-10,1,0,0,0,0.3245988856015452,Low Risk
32,Male,Single,Research & Development,Research Scientist,1,No,0,2718,Low,12,11-20,7,6-10,0,0,0,0,0.4024971306066641,Medium Risk
38,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,5811,Mid-High,15,11-20,1,0-1,1,0,1,0,0.7456038491466273,High Risk
43,Male,Married,Research & Development,Research Scientist,1,Yes,1,2437,Low,6,6-10,1,0-1,1,1,1,1,0.9082626191215919,High Risk
42,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2766,Low,7,6-10,5,4-5,3,0,0,0,0.13783575845327187,Low Risk
55,Male,Married,Research & Development,Research Director,5,No,0,19038,High,34,21+,1,0-1,3,0,1,0,0.12492075849724794,Low Risk
33,Male,Divorced,Research & Development,Research Scientist,2,No,0,3055,Mid-Low,11,11-20,9,6-10,2,0,0,0,0.24443445368552189,Low Risk
41,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2289,Low,5,3-5,5,4-5,2,0,0,0,0.21706002299103264,Low Risk
34,Male,Divorced,Sales,Sales Executive,2,Yes,1,4001,Mid-Low,15,11-20,15,11+,1,0,0,0,0.5516218126340761,Medium Risk
53,Female,Married,Research & Development,Manufacturing Director,4,Yes,1,12965,High,27,21+,3,2-3,3,0,0,0,0.1497595973022904,Low Risk
43,Male,Single,Human Resources,Human Resources,1,No,0,3539,Mid-Low,10,6-10,9,6-10,0,0,0,0,0.35820725806110604,Low Risk
34,Female,Single,Sales,Sales Executive,2,No,0,6029,Mid-High,6,6-10,2,2-3,0,0,0,0,0.4124256481385817,Medium Risk
21,Male,Single,Sales,Sales Representative,1,No,0,2679,Low,1,0-2,1,0-1,0,0,1,1,0.783242324980108,High Risk
38,Female,Married,Research & Development,Laboratory Technician,1,No,0,3702,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.3000583731400437,Low Risk
22,Female,Married,Research & Development,Laboratory Technician,1,Yes,1,2398,Low,1,0-2,1,0-1,0,1,1,1,0.9649106521190218,High Risk
31,Female,Married,Sales,Sales Executive,2,No,0,5468,Mid-High,13,11-20,12,11+,2,0,0,0,0.2255117122625696,Low Risk
51,Female,Married,Research & Development,Manager,3,No,0,13116,High,15,11-20,2,2-3,0,0,0,0,0.23535125016367156,Low Risk
37,Male,Married,Sales,Sales Executive,2,No,0,4189,Mid-Low,5,3-5,5,4-5,2,0,0,0,0.2402705646760888,Low Risk
46,Male,Divorced,Research & Development,Research Director,5,Yes,1,19328,High,24,21+,2,2-3,1,0,0,0,0.30810595430201265,Low Risk
36,Male,Married,Research & Development,Healthcare Representative,3,Yes,1,8321,Mid-High,15,11-20,12,11+,1,0,0,0,0.5128857281595932,Medium Risk
44,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,2342,Low,6,6-10,5,4-5,3,1,0,1,0.5525957907154783,Medium Risk
37,Male,Divorced,Human Resources,Human Resources,2,No,0,4071,Mid-Low,19,11-20,10,6-10,0,0,0,0,0.3592879359323851,Low Risk
35,Male,Single,Sales,Sales Executive,2,Yes,1,5813,Mid-High,10,6-10,10,6-10,0,0,0,1,0.6499451205353263,Medium Risk
33,Male,Married,Research & Development,Research Scientist,1,No,0,3143,Mid-Low,14,11-20,10,6-10,1,0,0,0,0.28782837857188626,Low Risk
28,Male,Married,Research & Development,Research Scientist,1,No,0,2044,Low,5,3-5,5,4-5,1,0,0,0,0.3647784457049482,Low Risk
39,Male,Single,Research & Development,Research Director,3,No,0,13464,High,9,6-10,4,4-5,0,0,0,0,0.3191110732000598,Low Risk
46,Male,Single,Sales,Sales Executive,2,No,0,7991,Mid-High,6,6-10,2,2-3,0,0,0,0,0.33108177433285757,Low Risk
40,Female,Married,Research & Development,Laboratory Technician,1,No,0,3377,Mid-Low,7,6-10,4,4-5,1,0,0,0,0.28104827759525325,Low Risk
42,Male,Married,Research & Development,Healthcare Representative,2,No,0,5538,Mid-High,10,6-10,0,0-1,2,0,1,0,0.42338525414432004,Medium Risk
35,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,5762,Mid-High,15,11-20,7,6-10,1,0,0,0,0.26892990199962885,Low Risk
38,Male,Divorced,Human Resources,Human Resources,1,No,0,2592,Low,13,11-20,11,11+,3,0,0,0,0.13744310212164207,Low Risk
34,Male,Married,Research & Development,Laboratory Technician,2,No,0,5346,Mid-High,11,11-20,7,6-10,1,0,0,1,0.3003792966496473,Low Risk
37,Male,Single,Research & Development,Manufacturing Director,2,No,0,4213,Mid-Low,10,6-10,10,6-10,0,0,0,1,0.4173666406978174,Medium Risk
39,Male,Divorced,Sales,Sales Executive,2,No,0,4127,Mid-Low,7,6-10,2,2-3,1,0,0,0,0.30299277300219274,Low Risk
43,Male,Single,Research & Development,Research Scientist,1,No,0,2438,Low,7,6-10,3,2-3,0,0,0,0,0.3740696620432756,Low Risk
41,Male,Single,Research & Development,Healthcare Representative,2,No,0,6870,Mid-High,11,11-20,3,2-3,0,0,0,0,0.33857649287076425,Low Risk
41,Female,Divorced,Sales,Sales Executive,3,Yes,1,10447,High,23,21+,22,11+,1,0,0,0,0.4343032510962984,Medium Risk
30,Female,Single,Research & Development,Manufacturing Director,3,No,0,9667,High,9,6-10,7,6-10,0,0,0,0,0.41666800203261767,Medium Risk
26,Female,Married,Human Resources,Human Resources,1,Yes,1,2148,Low,6,6-10,5,4-5,0,1,0,1,0.8739967819738832,High Risk
46,Female,Married,Research & Development,Healthcare Representative,2,No,0,8926,High,13,11-20,9,6-10,1,0,0,1,0.21222493693711286,Low Risk
40,Female,Divorced,Research & Development,Healthcare Representative,2,No,0,6513,Mid-High,12,11-20,5,4-5,1,0,0,0,0.2530164151219345,Low Risk
34,Male,Married,Sales,Sales Executive,2,No,0,6799,Mid-High,10,6-10,10,6-10,2,0,0,0,0.21317125309540924,Low Risk
58,Male,Divorced,Sales,Manager,4,No,0,16291,High,37,21+,16,11+,1,0,0,0,0.09683902408881334,Low Risk
35,Male,Married,Research & Development,Laboratory Technician,1,No,0,2705,Low,6,6-10,5,4-5,1,0,0,0,0.3184206835406051,Low Risk
